run,train_start,train_end,test_start,test_end,train_rows,test_rows,mae_internal_air_temp_c,rmse_internal_air_temp_c,r2_internal_air_temp_c,mae_internal_radiation,rmse_internal_radiation,r2_internal_radiation,mae_ET0,rmse_ET0,r2_ET0,mae_internal_rh_pct,rmse_internal_rh_pct,r2_internal_rh_pct
23,2025-05-29 01:00:00,2025-08-16 02:40:00,2025-08-16 02:50:00,2025-08-19 02:40:00,11376,432,0.9788639203206971,1.296251586530921,0.854016404315518,30.335474378166584,60.308308170722206,0.9577664569993418,0.023924321016799695,0.04769779946699082,0.9573254930453847,4.114350283298936,5.081680275602234,0.7540848222516139
24,2025-05-29 01:00:00,2025-08-19 02:40:00,2025-08-19 02:50:00,2025-08-22 02:40:00,11808,432,0.36644147727725557,0.4794461619885175,0.9852647582932617,26.90782564395568,62.81483267366949,0.9512174881975325,0.023372977094511256,0.05448919438704746,0.9412771581588832,2.2750198480351864,2.808797913282347,0.9353650254302273
25,2025-05-29 01:00:00,2025-08-22 02:40:00,2025-08-22 02:50:00,2025-08-25 02:40:00,12240,432,0.3512491100223844,0.44832437835430805,0.985993828947505,21.969387645525163,44.766196304608926,0.9734653469363508,0.017458233750043597,0.03682448088773632,0.9729849072516963,2.9201358823131565,3.6771819859233306,0.8649388911146466
26,2025-05-29 01:00:00,2025-08-25 02:40:00,2025-08-25 02:50:00,2025-08-28 12:00:00,12672,432,0.5249639753768214,0.7892210243490058,0.9320159990987515,37.951722977986265,75.92810611188314,0.9005609212594636,0.030706964615818896,0.06408610397693369,0.894015058882483,3.861468926108109,5.0407311319071155,0.6102837774981804
27,2025-05-29 01:00:00,2025-08-28 12:00:00,2025-08-28 12:10:00,2025-08-31 12:00:00,13104,432,0.46669980490342006,0.5964960747686515,0.980639670613426,22.378938153119744,42.16391479129809,0.9755282551477301,0.018636940819679034,0.0343020047335048,0.9757199501417931,3.5815104322399405,4.538110741686396,0.7367136733596877
28,2025-05-29 01:00:00,2025-08-31 12:00:00,2025-08-31 12:10:00,2025-09-03 12:00:00,13536,432,0.3703663392222562,0.4694676973557303,0.9838033122001131,27.074641741154487,56.86535483987519,0.9527385541897642,0.01803187077603014,0.0380660186070633,0.9653096920216339,3.8871948795698623,4.867091159826814,0.7440487532842242
29,2025-05-29 01:00:00,2025-09-03 12:00:00,2025-09-03 12:10:00,2025-09-06 12:00:00,13968,432,0.43304221739200865,0.5592448238752112,0.9803886534081936,24.096154046227216,52.910607071888045,0.9561377228344183,0.01908844307373734,0.04188525163594797,0.9565348398368513,3.0775286775024435,3.8139608970919543,0.8472527278619186
30,2025-05-29 01:00:00,2025-09-06 12:00:00,2025-09-06 12:10:00,2025-09-09 12:00:00,14400,432,0.5716087962611168,0.7454665621628065,0.9544978194750593,23.13003134938039,50.024850980677094,0.9583402991323156,0.01910486632956457,0.04136493428256801,0.9532050548671924,3.18346484997812,3.9831357025906984,0.7817637689310417
31,2025-05-29 01:00:00,2025-09-09 12:00:00,2025-09-09 12:10:00,2025-09-12 23:00:00,14832,432,0.7283165447752713,0.9581182372235381,0.9438112163775805,21.38033343114463,44.36964764611404,0.9688004475753744,0.017078199437630906,0.03343269815071541,0.9707225434860897,4.1223358971740005,6.434290357247706,0.6633409842623192
32,2025-05-29 01:00:00,2025-09-12 23:00:00,2025-09-12 23:10:00,2025-09-15 23:00:00,15264,432,0.75810993476372,0.9312463476888262,0.9552599870506746,20.43896502571315,43.92229984763413,0.9622876106730701,0.01636597625907408,0.03432734636642793,0.9632728745510242,4.961907948703366,5.960081746076977,0.7636789875975233
33,2025-05-29 01:00:00,2025-09-15 23:00:00,2025-09-15 23:10:00,2025-09-19 02:10:00,15696,432,0.7900857856603333,0.9738498448141248,0.9357014146108446,30.434151706518886,62.89661437568717,0.8987322401038551,0.02188041168986105,0.04576903282030172,0.9153139511283201,6.543363055147374,8.097392430613018,0.5470744517832856
