datetime,time,record_id,air_temp_C,solar_radiation_Wm2,drywet1_temp_C,drywet2_temp_C,soil_moisture_VWC,soil_temp_C,soil_EC_uScm
8/10/2025,12:30:00,0,44.25,685.6,27.73,NAN,0.0906733,37.7,141.6
8/10/2025,12:40:00,1,44.24,776.2,28.17,NAN,0.2826838,37.82,142
8/10/2025,12:50:00,2,44.25,805,27.9,NAN,0.2124739,37.41,142.3
8/10/2025,13:00:00,3,44.12,811,27.6,NAN,0.00262,37.07,142.4
8/10/2025,13:10:00,4,43.92,814,27.65,NAN,0.2570824,39.13,146.5
8/10/2025,13:20:00,5,43.81,729,27.81,NAN,0.2415664,39.51,131.9
8/10/2025,13:30:00,6,43.93,722.8,27.84,NAN,0.2555308,39.68,129.4
8/10/2025,13:40:00,7,43.96,762.1,27.52,NAN,0.3071215,39.8,128.5
8/10/2025,13:50:00,8,43.85,709.7,27.72,NAN,0.0076627,38.47,129
8/10/2025,14:00:00,9,43.8,688.2,27.6,NAN,0.0778726,39.8,128.9
8/10/2025,14:10:00,10,43.71,672.7,27.32,NAN,0.2357479,39.69,129.6
8/10/2025,14:20:00,11,43.42,659.3,27.28,NAN,0.3059578,39.54,130.3
8/10/2025,14:30:00,12,43.04,552.7,27.41,NAN,0.0945523,39.41,130.9
8/10/2025,14:40:00,13,42.54,285.6,27.13,NAN,0.2171287,38.69,131.5
8/10/2025,14:50:00,14,41.75,228,26.86,NAN,0.1116199,38.45,132.3
8/10/2025,15:00:00,15,40.96,197.2,26.64,NAN,0.3222496,38.81,133.4
8/10/2025,15:10:00,16,40.09,193.3,26.93,NAN,0.2698831,38.44,134.3
8/10/2025,15:20:00,17,39.42,178.7,26.74,NAN,0.2698831,38.15,135.4
8/10/2025,15:30:00,18,38.86,191.4,27.02,NAN,0.3047941,37.93,136.3
8/10/2025,15:40:00,19,38.52,253.5,27.08,NAN,0.2345842,37.75,136.7
8/10/2025,15:50:00,20,38.32,269.7,26.86,NAN,0.1996732,37.51,137.7
8/10/2025,16:00:00,21,38.1,232.6,26.83,NAN,0.2520397,37.24,138.8
8/10/2025,16:10:00,22,37.85,184.2,26.44,NAN,0.0592534,37.1,139.3
8/10/2025,16:20:00,23,37.63,143.7,25.99,NAN,0.1996732,37.03,139.8
8/10/2025,16:30:00,24,37.4,137.1,25.61,NAN,0.1996732,36.88,140.9
8/10/2025,16:40:00,25,37.2,122,25.34,NAN,0.1647622,36.67,141.8
8/10/2025,16:50:00,26,36.9,98.6,25.21,NAN,0.2349721,36.39,142.4
8/10/2025,17:00:00,27,36.61,112.2,25.28,NAN,0.3055699,35.48,143.5
8/10/2025,17:10:00,28,36.47,149.5,25.54,NAN,0.2881144,35.83,144.3
8/10/2025,17:20:00,29,36.29,118.3,25.76,NAN,0.3234133,35.62,144.8
8/10/2025,17:30:00,30,36.05,82.1,25.44,NAN,0.3059578,35.4,145.8
8/10/2025,17:40:00,31,35.85,44.56,25.14,NAN,0.2532034,35.13,146.7
8/10/2025,17:50:00,32,35.64,25.8,25.23,NAN,0.165538,34.84,147.3
8/10/2025,18:00:00,33,35.34,17.75,24.8,NAN,0.165538,34.55,148.2
8/10/2025,18:10:00,34,34.99,11.01,24.63,NAN,0.1484704,33.7,149
8/10/2025,18:20:00,35,34.74,5.565,24.79,NAN,#VALUE!,31.9,149.8
8/10/2025,18:30:00,36,34.57,2.657,24.31,NAN,0.2539792,33.84,150.3
8/10/2025,18:40:00,37,34.41,0.977,24.04,NAN,#VALUE!,33.06,151
8/10/2025,18:50:00,38,34.22,0.234,23.81,NAN,#VALUE!,32.78,151.3
8/10/2025,19:00:00,39,34.08,0,23.78,NAN,0.3071215,31.71,152.2
8/10/2025,19:10:00,40,33.92,0,23.62,NAN,0.2900539,31.91,152.7
8/10/2025,19:20:00,41,33.76,0,23.69,NAN,0.254755,32.82,152.9
8/10/2025,19:30:00,42,33.63,0,23.55,NAN,0.2904418,32.63,153.5
8/10/2025,19:40:00,43,33.53,0.003,23.51,NAN,0.3082852,32.45,154.2
8/10/2025,19:50:00,44,33.47,0.017,23.53,NAN,0.2202319,32.25,154.2
8/10/2025,20:00:00,45,33.36,0.02,23.53,NAN,0.2908297,32.06,154.9
8/10/2025,20:10:00,46,33.25,0.116,23.51,NAN,0.2380753,31.89,155.4
8/10/2025,20:20:00,47,33.13,0.043,23.27,NAN,0.2733742,31.74,155.8
8/10/2025,20:30:00,48,33.03,0.132,23.13,NAN,0.2384632,31.57,156.1
8/10/2025,20:40:00,49,32.87,0.066,22.94,NAN,0.2916055,31.39,156.8
8/10/2025,20:50:00,50,32.72,0.069,23.04,NAN,0.2388511,31.24,156.9
8/10/2025,21:00:00,51,32.6,0.145,22.97,NAN,0.2566945,31.09,157.7
8/10/2025,21:10:00,52,32.44,0.198,22.96,NAN,0.2919934,30.94,157.7
8/10/2025,21:20:00,53,32.33,0.198,23.11,NAN,0.2745379,30.8,158.5
8/10/2025,21:30:00,54,32.21,0.043,23.52,NAN,0.2745379,30.7,158.6
8/10/2025,21:40:00,55,32.12,0,23.64,NAN,0.1864846,30.62,158.4
8/10/2025,21:50:00,56,32.08,0,23.63,NAN,0.1690291,29.02,158.6
8/10/2025,22:00:00,57,32.08,0.007,23.66,NAN,0.1690291,29.98,158.9
8/10/2025,22:10:00,58,32.08,0.106,23.76,NAN,0.2396269,29.35,159.4
8/10/2025,22:20:00,59,32.06,0.109,23.76,NAN,0.2753137,28.26,159.8
8/10/2025,22:30:00,60,32,0.003,23.52,NAN,0.2753137,30.16,159.8
8/10/2025,22:40:00,61,31.91,0.152,23.33,NAN,0.2225593,30.04,160.3
8/10/2025,22:50:00,62,31.82,0,23.35,NAN,0.3110005,29.92,160.6
8/10/2025,23:00:00,63,31.75,0,23.58,NAN,0.328456,29.83,160.8
8/10/2025,23:10:00,64,31.68,0,23.77,NAN,0.3288439,29.75,161.2
8/10/2025,23:20:00,65,31.65,0,23.87,NAN,0.3288439,29.69,161.5
8/10/2025,23:30:00,66,31.59,0,23.88,NAN,0.2582461,29.6,161.5
8/10/2025,23:40:00,67,31.58,0,23.82,NAN,0.293545,29.53,161.7
8/10/2025,23:50:00,68,31.55,0,23.77,NAN,0.2582461,29.44,162.2
8/11/2025,0:00:00,69,31.53,0,23.97,NAN,0.293545,29.35,162.7
8/11/2025,0:10:00,70,31.5,0.007,24.1,NAN,0.3292318,29.29,162.9
8/11/2025,0:20:00,71,31.47,0.036,24.23,NAN,0.258634,29.2,163.1
8/11/2025,0:30:00,72,31.41,0.036,24.23,NAN,0.258634,29.16,163.6
8/11/2025,0:40:00,73,31.4,0.059,24.25,NAN,0.2939329,29.1,163.8
8/11/2025,0:50:00,74,31.4,0.01,24.47,NAN,0.258634,29.07,163.9
8/11/2025,1:00:00,75,31.37,0.013,24.49,NAN,0.1880362,29,164.4
8/11/2025,1:10:00,76,31.39,0.04,24.55,NAN,0.2407906,29,164.4
8/11/2025,1:20:00,77,31.4,0.03,24.62,NAN,0.2411785,28.92,164.4
8/11/2025,1:30:00,78,31.4,0.05,24.57,NAN,0.2233351,28.9,165.1
8/11/2025,1:40:00,79,31.4,0.02,24.51,NAN,0.2411785,28.87,165.3
8/11/2025,1:50:00,80,31.36,0.03,24.5,NAN,0.2058796,28.8,165.6
8/11/2025,2:00:00,81,31.31,0.04,24.51,NAN,0.2054917,28.79,165.8
8/11/2025,2:10:00,82,31.25,0.003,24.71,NAN,0.1880362,28.7,166.7
8/11/2025,2:20:00,83,31.22,0.023,24.89,NAN,0.2058796,28.7,166.3
8/11/2025,2:30:00,84,31.2,0,24.7,NAN,0.1527373,28.7,166.6
8/11/2025,2:40:00,85,31.24,0.01,24.62,NAN,0.2233351,28.7,166.4
8/11/2025,2:50:00,86,31.23,0.02,24.59,NAN,0.2411785,28.61,166.8
8/11/2025,3:00:00,87,31.18,0.01,24.62,NAN,0.3117763,28.6,167.1
8/11/2025,3:10:00,88,31.08,0.013,24.68,NAN,0.2411785,28.51,167.5
8/11/2025,3:20:00,89,31.01,0,24.64,NAN,0.2233351,28.5,168
8/11/2025,3:30:00,90,30.92,0.003,24.56,NAN,0.1705807,28.42,168.2
8/11/2025,3:40:00,91,30.85,0.007,24.69,NAN,0.2764774,28.4,168.2
8/11/2025,3:50:00,92,30.81,0,24.92,NAN,0.2411785,28.3,168.8
8/11/2025,4:00:00,93,30.75,0.003,24.87,NAN,0.1705807,28.3,169
8/11/2025,4:10:00,94,30.69,0.007,24.89,NAN,0.1705807,28.27,168.9
8/11/2025,4:20:00,95,30.63,0,24.95,NAN,0.1705807,28.2,169.7
8/11/2025,4:30:00,96,30.57,0.003,24.87,NAN,0.2411785,28.2,169.9
8/11/2025,4:40:00,97,30.5,0,24.74,NAN,0.1880362,28.11,169.9
8/11/2025,4:50:00,98,30.43,0.066,24.56,NAN,0.223723,28.1,170.5
8/11/2025,5:00:00,99,30.43,0.648,24.44,NAN,0.2764774,26.62,170.8
8/11/2025,5:10:00,100,30.41,2.062,24.35,NAN,0.2590219,26.13,171
8/11/2025,5:20:00,101,30.36,4.972,24.41,NAN,0.223723,27.92,171.4
8/11/2025,5:30:00,102,30.37,9.75,24.47,NAN,0.1884241,27.9,171.5
8/11/2025,5:40:00,103,30.4,17.63,24.57,NAN,0.1527373,27.9,172
8/11/2025,5:50:00,104,30.43,26.91,24.71,NAN,0.1705807,27.9,171.8
8/11/2025,6:00:00,105,30.51,35.87,24.98,NAN,0.2233351,27.98,172.1
8/11/2025,6:10:00,106,30.66,45.11,25.13,NAN,0.3591001,28.13,165.2
8/11/2025,6:20:00,107,30.85,55.59,25.27,NAN,0.3272923,28.27,144
8/11/2025,6:30:00,108,31.07,65.15,25.33,NAN,0.3234133,28.36,141.7
8/11/2025,6:40:00,109,31.31,73.54,25.34,NAN,0.3579364,28.46,141.4
8/11/2025,6:50:00,110,31.57,81.1,25.52,NAN,0.2516518,28.58,156.9
8/11/2025,12:30:00,111,43.23,720.3,28.12,NAN,0.208207,37.36,245.1
8/11/2025,12:40:00,112,43.32,743.4,28.02,NAN,0.0786484,37.53,246.3
8/11/2025,12:50:00,113,43.42,762.2,28.03,NAN,0.1294633,37.7,247.6
8/11/2025,13:00:00,114,43.49,758.3,28.19,NAN,0.1996732,37.29,248.8
8/11/2025,13:10:00,115,43.61,739.2,28.24,NAN,#VALUE!,39.08,208.9
8/11/2025,13:20:00,116,43.76,680,27.96,NAN,0.3707371,39.6,169.4
8/11/2025,13:30:00,117,43.68,682.9,27.97,NAN,0.2962603,39.52,168.5
8/11/2025,13:40:00,118,43.53,709.6,28.03,NAN,0.2423422,39.5,169
8/11/2025,13:50:00,119,43.45,561.6,27.64,NAN,0.188812,39.44,169.6
8/11/2025,14:00:00,120,43.29,644.7,27.68,NAN,0.1178263,39.15,171.2
8/11/2025,14:10:00,121,43.05,636.6,27.53,NAN,0.1876483,38.78,172.5
8/11/2025,14:20:00,122,42.69,608.5,27.31,NAN,0.2221714,38.6,173.4
8/11/2025,14:30:00,123,42.33,489.2,27.14,NAN,0.2923813,38.6,174.3
8/11/2025,14:40:00,124,41.86,292.6,27.04,NAN,#VALUE!,38.53,175.5
8/11/2025,14:50:00,125,41.36,222.6,27.16,NAN,0.2613493,38.28,176.8
8/11/2025,15:00:00,126,40.84,202.7,26.77,NAN,0.1507978,38,178.7
8/11/2025,15:10:00,127,40.39,187.1,26.93,NAN,0.2384632,37.83,180.4
8/11/2025,15:20:00,128,40.02,179.9,26.35,NAN,0.1857088,37.62,182.3
8/11/2025,15:30:00,129,39.66,179.5,26.18,NAN,0.2912176,37.34,183.5
8/11/2025,15:40:00,130,39.37,235.2,26.19,NAN,0.2031643,37.1,185.3
8/11/2025,15:50:00,131,39.13,208.1,26.03,NAN,0.2737621,36.81,187.4
8/11/2025,16:00:00,132,38.93,233.2,26.09,NAN,0.309061,36.57,189.1
8/11/2025,16:10:00,133,38.64,166.4,26.2,NAN,#VALUE!,36.43,191
8/11/2025,16:20:00,134,38.36,141,26.18,NAN,0.2559187,36.3,191.9
8/11/2025,16:30:00,135,38.05,131.5,25.86,NAN,0.150022,36.11,194
8/11/2025,16:40:00,136,37.66,117.4,25.7,NAN,0.1853209,35.83,195.6
8/11/2025,16:50:00,137,37.36,107,25.61,NAN,0.2380753,35.53,197.2
8/11/2025,17:00:00,138,37.16,114.8,25.81,NAN,0.2380753,28.79,199.5
8/11/2025,17:10:00,139,37.01,130.1,26.02,NAN,0.1678654,32.08,200.4
8/11/2025,17:20:00,140,36.73,114.3,25.91,NAN,0.2031643,32.44,202.3
8/11/2025,17:30:00,141,36.47,86,26.12,NAN,0.2559187,34.52,204.1
8/11/2025,17:40:00,142,36.12,58.8,26.08,NAN,0.2912176,33.72,205.6
8/11/2025,17:50:00,143,35.77,40.3,26.19,NAN,0.1678654,34.08,206.7
8/11/2025,18:00:00,144,35.49,27.15,26.04,NAN,0.150022,33.28,208
8/11/2025,18:10:00,145,35.21,17,25.99,NAN,0.1504099,33.61,209.4
8/11/2025,18:20:00,146,34.93,9.11,26.18,NAN,0.2210077,31.43,210.7
8/11/2025,18:30:00,147,34.62,3.724,26.14,NAN,0.2210077,31.46,212.2
8/11/2025,18:40:00,148,34.34,1.225,26.01,NAN,#VALUE!,32.98,213.7
8/11/2025,18:50:00,149,34.14,0.337,26.06,NAN,0.2916055,32.26,214.6
8/11/2025,19:00:00,150,33.94,0.063,26.01,NAN,0.27415,32.66,215.6
8/11/2025,19:10:00,151,33.76,0.023,25.95,NAN,0.2213956,32.5,216.4
8/11/2025,19:20:00,152,33.59,0.003,25.91,NAN,0.2039401,32.34,217.7
8/11/2025,19:30:00,153,33.44,0.007,25.87,NAN,0.2039401,31.27,218.3
8/11/2025,19:40:00,154,33.41,0.007,25.83,NAN,0.1690291,29.94,219.4
8/11/2025,19:50:00,155,33.34,0.007,25.67,NAN,0.1515736,31.95,220.1
8/11/2025,20:00:00,156,33.25,0.05,25.6,NAN,0.0988192,31.78,221.2
8/11/2025,20:10:00,157,33.14,0.069,25.5,NAN,0.0456769,31.12,222
8/11/2025,20:20:00,158,33.04,0.04,25.39,NAN,#VALUE!,31.5,223
8/11/2025,20:30:00,159,32.95,0.059,25.48,NAN,0.2047159,30.87,223.7
8/11/2025,20:40:00,160,32.83,0.05,25.36,NAN,0.0460648,30.22,224.5
8/11/2025,20:50:00,161,32.69,0.188,25.02,NAN,#VALUE!,31.14,224.7
8/11/2025,21:00:00,162,32.61,0.188,25.06,NAN,0.1341181,30.99,225.7
8/11/2025,21:10:00,163,32.48,0.125,25.02,NAN,0.2404027,30.36,226.6
8/11/2025,21:20:00,164,32.39,0.073,24.93,NAN,0.2051038,30.76,227.1
8/11/2025,21:30:00,165,32.34,0.182,25.11,NAN,-0.0066896,30.65,227.4
8/11/2025,21:40:00,166,32.26,0.046,25.67,NAN,0.1170505,29.98,228.8
8/11/2025,21:50:00,167,32.2,0,25.63,NAN,0.1170505,30.5,228.9
8/11/2025,22:00:00,168,32.15,0.059,25.54,NAN,0.1880362,30.43,229.7
8/11/2025,22:10:00,169,32.1,0.162,25.09,NAN,0.0817516,30.31,230.9
8/11/2025,22:20:00,170,32.06,0.122,25.44,NAN,0.0293851,27.65,231
8/11/2025,22:30:00,171,32,0.069,25.54,NAN,#VALUE!,27.59,231.5
8/11/2025,22:40:00,172,31.94,0.089,25.59,NAN,0.099595,30.02,232
8/11/2025,22:50:00,173,31.89,0.122,25.81,NAN,0.0821395,29.99,232.9
8/11/2025,23:00:00,174,31.81,0.165,25.74,NAN,0.0821395,29.9,233.3
8/11/2025,23:10:00,175,31.8,0.03,25.76,NAN,0.1531252,29.82,234.3
8/11/2025,23:20:00,176,31.77,0.092,25.88,NAN,0.1535131,29.77,234.6
8/11/2025,23:30:00,177,31.71,0.178,25.88,NAN,0.0825274,29.7,235.2
8/11/2025,23:40:00,178,31.66,0.053,25.97,NAN,0.1705807,29.64,235.7
8/11/2025,23:50:00,179,31.62,0.003,26.05,NAN,0.1178263,29.6,236.4
8/12/2025,0:00:00,180,31.57,0.046,25.94,NAN,-0.0408248,29.56,236.4
8/12/2025,0:10:00,181,31.55,0.106,25.8,NAN,0.0476164,29.5,237.3
8/12/2025,0:20:00,182,31.55,0.112,25.78,NAN,-0.1114226,29.41,237.9
8/12/2025,0:30:00,183,31.51,0.092,25.76,NAN,-0.0590561,29.36,238.6
8/12/2025,0:40:00,184,31.46,0.076,25.78,NAN,-0.0059138,29.3,239.1
8/12/2025,0:50:00,185,31.41,0.023,25.68,NAN,-0.0582803,29.23,239.6
8/12/2025,1:00:00,186,31.36,0.026,25.67,NAN,0.0472285,29.17,240.1
8/12/2025,1:10:00,187,31.26,0.04,25.42,NAN,0.1542889,27.59,229.1
8/12/2025,1:20:00,188,31.24,0.026,25.58,NAN,0.1360576,29,241.2
8/12/2025,1:30:00,189,31.23,0,25.61,NAN,-0.0055259,28.94,241.3
8/12/2025,1:40:00,190,31.22,0.007,25.63,NAN,-0.0408248,28.9,242.1
8/12/2025,1:50:00,191,31.16,0.013,25.74,NAN,0.0476164,28.8,242
8/12/2025,2:00:00,192,31.11,0.033,25.38,NAN,0.188812,28.79,243.3
8/12/2025,2:10:00,193,31.01,0.05,25.11,NAN,0.0119296,28.7,244
8/12/2025,2:20:00,194,30.88,0,24.87,NAN,0.1713565,28.6,244.4
8/12/2025,2:30:00,195,30.77,0,24.9,NAN,0.153901,28.51,245.7
8/12/2025,2:40:00,196,30.69,0.003,25.06,NAN,0.1713565,28.44,245.9
8/12/2025,2:50:00,197,30.62,0.013,25.18,NAN,0.2070433,28.4,246.3
8/12/2025,3:00:00,198,30.58,0.023,25.22,NAN,0.11899,28.33,246.2
8/12/2025,3:10:00,199,30.57,0.026,25.32,NAN,0.2244988,28.3,247.1
8/12/2025,3:20:00,200,30.57,0.013,25.27,NAN,0.2248867,28.3,247.2
8/12/2025,3:30:00,201,30.57,0,25.36,NAN,0.2074312,28.28,247.7
8/12/2025,3:40:00,202,30.56,0.033,25.11,NAN,0.2248867,28.2,248.4
8/12/2025,3:50:00,203,30.53,0.003,24.99,NAN,0.2078191,28.17,248.8
8/12/2025,4:00:00,204,30.5,0.01,24.99,NAN,0.2423422,28.1,249
8/12/2025,4:10:00,205,30.47,0.003,24.88,NAN,0.1899757,28.06,249.4
8/12/2025,4:20:00,206,30.43,0.013,24.69,NAN,0.0833032,28,249.9
8/12/2025,4:30:00,207,30.35,0.01,24.35,NAN,0.1007587,27.9,250.8
8/12/2025,4:40:00,208,30.26,0.043,24.5,NAN,0.0305488,27.8,251.3
8/12/2025,4:50:00,209,30.18,0.185,24.53,NAN,0.0480043,27.74,251.6
8/12/2025,5:00:00,210,30.07,0.833,24.25,NAN,0.11899,27.67,252.3
8/12/2025,5:10:00,211,29.99,2.603,24.47,NAN,0.0305488,27.6,252.9
8/12/2025,5:20:00,212,29.98,6.314,24.82,NAN,-0.0396611,27.6,253
8/12/2025,5:30:00,213,29.96,12,24.87,NAN,-0.2177072,27.6,253.4
8/12/2025,5:40:00,214,30,18.97,24.92,NAN,-0.1987001,27.6,253.7
8/12/2025,5:50:00,215,30.05,26.79,25.02,NAN,-0.0047501,27.6,253.7
8/12/2025,6:00:00,216,30.15,34.91,25.27,NAN,-0.0578924,27.66,253.5
8/12/2025,6:10:00,217,30.29,43.67,25.55,NAN,0.0898975,27.81,211.8
8/12/2025,6:20:00,218,30.45,39.01,26.04,NAN,#VALUE!,27.92,170.1
8/12/2025,6:30:00,219,30.57,64.18,26.11,28.44,0.2559187,28.05,167.8
8/12/2025,6:40:00,220,30.82,74.87,26.36,28.97,0.2551429,28.2,167.6
8/12/2025,6:50:00,221,31.11,85.1,26.51,29.29,0.2186803,28.38,167.9
8/12/2025,7:00:00,222,31.43,95.2,26.45,29.3,0.2182924,28.55,168.5
8/12/2025,7:10:00,223,31.77,107.9,26.61,29.67,0.289666,28.73,169.3
8/12/2025,7:20:00,224,32.1,125.8,26.79,30.1,0.1639864,28.91,170
8/12/2025,7:30:00,225,32.46,138.4,27.05,30.79,0.23536,28.63,170.1
8/12/2025,7:40:00,226,32.85,189.2,27.21,31.44,0.2349721,29.37,170.5
8/12/2025,7:50:00,227,33.38,262.9,27.05,32.16,0.2520397,29.67,171.2
8/12/2025,8:00:00,228,34.09,298.9,27.03,32.54,0.0553744,29.54,171.3
8/12/2025,8:10:00,229,34.89,340,27.31,32.92,0.1802782,30.65,171.4
8/12/2025,8:20:00,230,35.7,309.4,27.54,33.62,0.1438156,31.21,171.3
8/12/2025,8:30:00,231,36.49,333.7,27.79,34.15,0.1791145,31.74,171.4
8/12/2025,8:40:00,232,37.24,405.8,27.66,34.42,0.0712783,32.22,172.2
8/12/2025,8:50:00,233,38,420.8,27.95,35.48,0.1779508,32.64,172.5
8/12/2025,9:00:00,234,38.74,421.1,28.11,36.07,0.2489365,33.14,173
8/12/2025,9:10:00,235,39.47,402.6,28.16,36.25,0.2566945,34.63,169.5
8/12/2025,9:20:00,236,40.24,415,28.42,36.9,0.2054917,35.64,144.6
8/12/2025,9:30:00,237,40.89,446.7,28.79,37.41,0.309061,35.95,141.8
8/12/2025,9:40:00,238,41.52,463.7,28.75,37.5,0.2714347,36.23,141
8/12/2025,9:50:00,239,42.06,473.3,28.57,37.47,0.1635985,36.41,141.2
8/12/2025,10:00:00,240,42.58,433.6,28.77,38.68,0.2524276,36.53,141.8
8/12/2025,10:10:00,241,43.18,747.6,29.36,38.25,0.126748,36.75,142.5
8/12/2025,10:20:00,242,43.86,991,29.53,38.21,0.3047941,36.98,143
8/12/2025,10:30:00,243,44.65,1122,29.78,37.91,0.3044062,37.16,143.3
8/12/2025,10:40:00,244,45.5,1285,30.12,37.99,0.2144134,37.29,144
8/12/2025,10:50:00,245,46.21,1113,30.02,37.73,0.1961821,37.44,145.4
8/12/2025,11:00:00,246,46.5,420.3,29.96,37.24,0.2310931,37.44,146.6
8/12/2025,11:10:00,247,46.28,475.3,29.65,36.46,0.2307052,37.37,148
8/12/2025,11:20:00,248,45.67,536.8,29.74,36.8,0.3016909,37.3,148.7
8/12/2025,11:30:00,249,45.14,590.5,29.83,36.94,0.3366019,37.35,149.9
8/12/2025,11:40:00,250,44.65,537.7,29.5,36.03,0.2295415,37.4,151.3
8/12/2025,11:50:00,251,44.25,662.9,29.74,36.58,0.3001393,37.45,152.2
8/12/2025,12:00:00,252,44.1,678.7,29.83,36.79,0.2287657,37.55,153.4
8/12/2025,12:10:00,253,44.18,666.7,29.85,36.65,0.3474631,38.78,160.8
8/12/2025,12:20:00,254,44.2,666.5,29.87,36.79,0.3280681,39.6,140.3
8/12/2025,12:30:00,255,44.23,660.5,29.83,36.54,0.3591001,39.6,137.5
8/12/2025,12:40:00,256,44.16,665,29.83,36.51,0.2376874,39.58,136.6
8/12/2025,12:50:00,257,44.18,693.2,30.08,37.03,0.3571606,39.55,136.9
8/12/2025,13:00:00,258,44.33,700.5,30.19,37.17,0.2675557,39.66,137.3
8/12/2025,13:10:00,259,44.43,699.6,30.2,37.4,0.3385414,39.74,137.6
8/12/2025,13:20:00,260,44.36,360.4,29.73,36.27,0.2489365,39.72,138.5
8/12/2025,13:30:00,261,43.7,152.3,29.25,35.45,0.177175,39.08,140.2
8/12/2025,13:40:00,262,42.74,229.5,29,34.97,0.266392,38.29,142.2
8/12/2025,13:50:00,263,41.94,514.9,29.31,35.27,0.2485486,37.87,143.3
8/12/2025,14:00:00,264,41.88,637.9,29.97,36.77,0.2307052,38.23,143.3
8/12/2025,14:10:00,265,42.29,502.2,29.8,36.04,0.301303,38.74,143.2
8/12/2025,14:20:00,266,42.21,396.7,29.62,35.7,0.3366019,38.63,144.4
8/12/2025,14:30:00,267,42.01,348.9,29.59,35.8,0.3009151,38.43,145.3
8/12/2025,14:40:00,268,41.78,339.1,29.73,35.49,0.2826838,38.38,146.4
8/12/2025,14:50:00,269,41.45,249.9,29.67,35.63,0.3005272,38.3,147.3
8/12/2025,15:00:00,270,41,227.7,29.38,34.74,0.246997,38.03,149.5
8/12/2025,15:10:00,271,40.44,236.8,29.2,34.3,0.3835378,37.95,154.7
8/12/2025,15:20:00,272,39.93,186.4,29.06,34.23,#VALUE!,37.83,136.1
8/12/2025,15:30:00,273,39.54,191.9,29.11,34.83,0.2369116,37.5,134
8/12/2025,15:40:00,274,39.32,202.3,29.17,35.05,0.3257407,37.34,134.7
8/12/2025,15:50:00,275,39.17,202,29.04,34.65,0.289666,37.2,134.9
8/12/2025,16:00:00,276,39.07,186.1,29.06,34.66,0.3071215,37.05,135.7
8/12/2025,16:10:00,277,38.9,154.4,28.9,34.56,0.3249649,36.95,136.1
8/12/2025,16:20:00,278,38.69,137.7,28.65,34.19,0.1992853,36.81,137.1
8/12/2025,16:30:00,279,38.44,125.8,28.63,34.33,0.2706589,36.61,138
8/12/2025,16:40:00,280,38.13,116,28.54,34.18,0.3063457,36.38,138.8
8/12/2025,16:50:00,281,37.88,104.3,28.42,33.96,0.2349721,36.15,139.5
8/12/2025,17:00:00,282,37.67,106.7,28.27,33.79,0.3067336,35.91,140.8
8/12/2025,17:10:00,283,37.5,108.3,28.08,33.61,0.2706589,35.7,142
8/12/2025,17:20:00,284,37.33,95.2,27.93,33.52,0.2710468,35.49,142.7
8/12/2025,17:30:00,285,37.1,72.12,27.78,33.18,0.3063457,35.25,144
8/12/2025,17:40:00,286,36.9,53.07,27.73,33.14,0.3063457,35.02,144.7
8/12/2025,17:50:00,287,36.74,38.14,27.48,32.81,0.3241891,34.82,145.4
8/12/2025,18:00:00,288,36.49,25.64,27.17,32.44,0.2528155,34.59,146.4
8/12/2025,18:10:00,289,36.15,15.84,27.25,32.12,0.2528155,34.34,147.5
8/12/2025,18:20:00,290,35.91,8.11,27.26,31.93,0.1992853,34.14,148.2
8/12/2025,18:30:00,291,35.67,3.033,27.01,31.63,0.2532034,33.92,149.1
8/12/2025,18:40:00,292,35.38,0.964,26.9,31.42,0.1992853,33.71,150.2
8/12/2025,18:50:00,293,35.13,0.248,26.99,31.3,0.2710468,32.41,150.9
8/12/2025,19:00:00,294,34.9,0.086,27,31.2,0.1818298,33.35,151.2
8/12/2025,19:10:00,295,34.68,0.069,27,31.04,0.1818298,32.63,152.3
8/12/2025,19:20:00,296,34.5,0.076,27.02,30.86,0.1279117,31.94,152.6
8/12/2025,19:30:00,297,34.33,0.066,27.05,30.79,0.2357479,32.87,153.5
8/12/2025,19:40:00,298,34.17,0.026,27.02,30.71,0.0208513,32.75,154.4
8/12/2025,19:50:00,299,34.01,0.033,27.08,30.62,0.2179045,32.64,154.3
8/12/2025,20:00:00,300,33.89,0.026,27.06,30.46,0.2535913,32.52,155.3
8/12/2025,20:10:00,301,33.8,0.017,27.07,30.47,0.2714347,32.42,155.5
8/12/2025,20:20:00,302,33.69,0,27.11,30.36,0.289666,31.77,156.3
8/12/2025,20:30:00,303,33.6,0,27.08,30.26,0.1643743,32.22,156.6
8/12/2025,20:40:00,304,33.56,0,27.12,30.15,0.2357479,32.13,157.4
8/12/2025,20:50:00,305,33.56,0,27.13,30.03,0.3253528,32.01,157.8
8/12/2025,21:00:00,306,33.49,0.023,27.04,29.97,0.3614275,31.9,158.1
8/12/2025,21:10:00,307,33.39,0.02,27.14,29.93,#VALUE!,31.8,158.6
8/12/2025,21:20:00,308,33.29,0.017,27.29,29.96,0.3078973,31.72,159.1
8/12/2025,21:30:00,309,33.19,0.003,27.36,30.13,0.2182924,31.66,159.4
8/12/2025,21:40:00,310,33.11,0.01,27.29,29.94,0.3435841,31.58,160
8/12/2025,21:50:00,311,33.1,0.003,27.29,29.88,0.3796588,30.94,160.4
8/12/2025,22:00:00,312,33.06,0,27.27,29.71,#VALUE!,31.41,161.1
