datetime,time,record_id,air_temp_C,solar_radiation_Wm2,drywet1_temp_C,drywet2_temp_C,soil_moisture_VWC,soil_temp_C,soil_EC_uScm
8/31/2025,5:00:00,2332,25.78,0.056,21.03,21.56,0.441,23.43,140.3
8/31/2025,5:10:00,2333,25.7,0.691,21.44,21.9,0.381,23.39,140.3
8/31/2025,5:20:00,2334,25.61,2.691,20.56,21.26,0.302,22.89,139.9
8/31/2025,5:30:00,2335,25.52,6.385,20.86,21.42,0.302,23.18,140
8/31/2025,5:40:00,2336,25.42,11.72,20.93,21.56,0.402,23.1,139.9
8/31/2025,5:50:00,2337,25.41,17.81,21.62,22.14,0.214,23.08,150.7
8/31/2025,6:00:00,2338,25.48,23.34,21.6,22.19,0.108,19.99,150.3
8/31/2025,6:10:00,2339,25.58,23.89,22.17,22.7,0.345,22.51,146.7
8/31/2025,6:20:00,2340,25.74,30.53,22.35,22.86,0.344,21.12,145.1
8/31/2025,6:30:00,2341,25.91,42.35,22.88,23.56,0.224,20.14,144.2
8/31/2025,6:40:00,2342,26.14,69.05,23.57,24.36,0.344,22.96,143.7
8/31/2025,6:50:00,2343,26.47,69.82,24.44,25.28,0.284,22.42,142.2
8/31/2025,7:00:00,2344,26.84,67.39,25.08,25.9,0.364,22.6,141.5
8/31/2025,7:10:00,2345,27.21,106.2,25.71,26.52,NAN,23.59,140.9
8/31/2025,7:20:00,2346,27.67,157.2,26.55,27.31,0.244,24.31,139.4
8/31/2025,7:30:00,2347,28.26,149.1,26.74,27.36,0.343,25.02,139.5
8/31/2025,7:40:00,2348,28.96,179.7,27.21,27.8,0.124,24.85,199.6
8/31/2025,7:50:00,2349,29.64,220.9,27.72,28.26,0.241,25.61,206.8
8/31/2025,8:00:00,2350,30.46,299.6,28.82,29.35,0.34,26.17,206.3
9/4/2025,8:20:00,2351,33.43,313.7,25.45,30.66,0.43,28.08,145.8
9/4/2025,8:30:00,2352,34.05,300.5,25.56,30.91,0.401,28.39,145.9
9/4/2025,8:40:00,2353,34.64,319,25.5,30.95,0.361,28.65,145.9
9/4/2025,8:50:00,2354,35.03,278.3,25.17,30.42,0.42,28.85,146.1
9/4/2025,9:00:00,2355,35.32,771.9,25.86,31.7,0.44,29.03,146.1
9/4/2025,9:10:00,2356,35.71,350,25.87,31.93,0.371,29.59,164.1
9/4/2025,9:20:00,2357,36.44,324.8,26.42,32.3,0.421,31.23,165.4
9/4/2025,9:30:00,2358,36.76,320.9,25.73,31.37,0.416,31.97,159.7
9/4/2025,9:40:00,2359,36.82,325.6,25.63,31.54,0.415,32.07,158.9
9/4/2025,9:50:00,2360,36.93,429.9,26.17,32.57,0.494,32.23,158.4
9/4/2025,10:00:00,2361,37.43,528.2,27.09,34.45,0.395,32.64,157.4
9/4/2025,10:10:00,2362,38.01,198,26.31,32.77,0.454,33.05,156.8
9/4/2025,10:20:00,2363,38.06,241.7,26.15,32.79,0.394,32.72,158.1
9/4/2025,10:30:00,2364,37.83,254.3,25.59,31.91,0.414,32.36,159.4
9/4/2025,10:40:00,2365,37.64,217.4,25.94,32.56,0.454,32.22,160.1
9/4/2025,10:50:00,2366,37.39,406.4,26.1,32.6,0.454,31.47,162.6
9/4/2025,11:00:00,2367,37.52,476.1,26.76,33.83,0.397,31.8,178.5
9/4/2025,11:10:00,2368,37.83,518,26.76,33.78,0.394,32.17,176.7
9/4/2025,11:20:00,2369,38.21,658.1,27.04,34.24,0.453,32.79,175.3
9/4/2025,11:30:00,2370,38.64,673,26.99,33.86,0.393,33.4,174.5
9/4/2025,11:40:00,2371,38.9,673.5,26.84,33.7,0.452,33.58,175
9/4/2025,11:50:00,2372,39.06,700.8,26.86,33.41,0.392,33.69,175.1
9/4/2025,12:00:00,2373,39.12,711.8,26.81,33.23,0.392,33.75,175.9
9/4/2025,12:10:00,2374,39.13,735.7,26.75,33.2,0.504,33.93,192.9
9/4/2025,12:20:00,2375,39.22,748.1,26.85,33.37,0.435,34.51,181.4
9/4/2025,12:30:00,2376,39.35,752.9,26.86,33.5,0.43,34.81,174.9
9/4/2025,12:40:00,2377,39.46,773.3,26.84,33.57,0.429,34.99,174.6
9/4/2025,12:50:00,2378,39.45,736.8,26.42,32.74,0.409,35,174.2
9/4/2025,13:00:00,2379,39.17,763.6,26.45,32.78,0.409,34.98,174.8
9/4/2025,13:10:00,2380,38.98,773.9,26.73,33.5,0.389,35.07,174.7
9/4/2025,13:20:00,2381,38.88,762.1,26.41,32.84,0.409,35.29,175
9/4/2025,13:30:00,2382,38.56,756.3,26.3,32.7,0.369,35.25,175.7
9/4/2025,13:40:00,2383,38.13,726.1,26.12,32.42,0.409,35.14,176
9/4/2025,13:50:00,2384,37.64,679.6,26.26,32.71,0.448,35.02,177
9/4/2025,14:00:00,2385,37.26,632,26.16,32.46,0.33,35.01,177.4
9/4/2025,14:10:00,2386,36.99,538.6,26.38,32.82,0.349,34.89,178.3
9/4/2025,14:20:00,2387,36.82,611.6,26.14,32.37,0.349,34.79,178.9
9/4/2025,14:30:00,2388,36.49,463.7,25.66,31.42,0.389,34.5,179.8
9/4/2025,14:40:00,2389,35.97,179.8,25.64,31.88,0.31,34.03,181.2
9/4/2025,14:50:00,2390,35.6,85.4,25.42,31.67,0.369,33.6,182.2
9/4/2025,15:00:00,2391,35.27,73.52,25.4,31.57,0.349,33.19,183.1
9/4/2025,15:10:00,2392,34.99,74.79,25.77,31.91,0.444,32.87,191.3
9/4/2025,15:20:00,2393,34.74,84.7,25.62,31.78,0.476,32.76,178.7
9/4/2025,15:30:00,2394,34.48,126.5,25.46,31.16,0.372,32.75,174
9/4/2025,15:40:00,2395,34.22,97.3,25.65,31.42,0.372,32.6,174.2
9/4/2025,15:50:00,2396,33.95,69.5,25.22,30.98,0.373,32.35,184.6
9/4/2025,16:00:00,2397,33.68,136.4,25.01,30.86,0.411,32.2,184
9/4/2025,16:10:00,2398,33.45,155.4,24.98,30.57,0.351,32.1,183.1
9/4/2025,16:20:00,2399,33.29,81.9,25.31,31.09,0.411,31.89,183.5
9/4/2025,16:30:00,2400,33.18,45.21,25.16,30.81,0.391,31.7,183.4
9/4/2025,16:40:00,2401,33.05,56.62,24.82,30.67,0.431,31.51,183.4
9/4/2025,16:50:00,2402,32.93,62.4,24.85,30.3,0.431,31.35,183.5
9/4/2025,17:00:00,2403,32.8,65.17,25.16,30.33,0.431,31.21,183.5
9/4/2025,17:10:00,2404,32.73,92.6,24.98,30.25,0.451,31.2,183
9/4/2025,17:20:00,2405,32.66,88.2,24.78,29.95,0.431,31.11,182.7
9/4/2025,17:30:00,2406,32.59,41.83,24.6,29.52,0.451,31,182.2
9/4/2025,17:40:00,2407,32.43,21.47,24.43,29.25,0.392,30.82,182.4
9/4/2025,17:50:00,2408,32.28,11.73,24.19,28.88,0.392,30.62,182.6
9/4/2025,18:00:00,2409,32.1,5.228,24.21,28.58,NAN,30.43,182.3
9/4/2025,18:10:00,2410,31.86,1.836,24.1,28.44,0.432,30.24,182
9/4/2025,18:20:00,2411,31.68,0.38,24.22,28.36,0.333,30.06,181.6
9/4/2025,18:30:00,2412,31.47,0.013,24.2,28.08,0.353,29.92,181.3
9/4/2025,18:40:00,2413,31.29,0,24.13,28.02,0.393,29.76,180.9
9/4/2025,18:50:00,2414,31.17,0,24.05,27.87,0.433,29.64,180.8
9/4/2025,19:00:00,2415,31.08,0,23.9,27.73,0.453,29.51,180.6
9/4/2025,19:10:00,2416,31,0,23.66,27.41,0.413,29.36,179.8
9/4/2025,19:20:00,2417,30.9,0,23.55,27.07,0.394,29.22,179.7
9/4/2025,19:30:00,2418,30.8,0,23.61,27.11,0.434,29.06,179.4
9/4/2025,19:40:00,2419,30.67,0,23.53,26.88,0.414,28.94,178.8
9/4/2025,19:50:00,2420,30.55,0,23.48,26.8,0.454,28.81,178.5
9/4/2025,20:00:00,2421,30.42,0,23.51,26.81,0.434,28.69,178.1
9/4/2025,20:10:00,2422,30.31,0,23.55,26.72,0.395,28.57,177.5
9/4/2025,20:20:00,2423,30.23,0,23.49,26.6,0.415,28.47,176.9
9/4/2025,20:30:00,2424,30.15,0,23.41,26.45,0.395,28.35,177
9/4/2025,20:40:00,2425,30.06,0,23.29,26.29,0.356,28.25,176.1
9/4/2025,20:50:00,2426,29.97,0,23.22,26.15,0.435,28.14,175.7
9/4/2025,21:00:00,2427,29.82,0.003,22.88,25.92,0.396,27.98,175.2
9/4/2025,21:10:00,2428,29.68,0,22.74,25.75,0.435,27.85,174.9
9/4/2025,21:20:00,2429,29.51,0,22.3,25.43,0.356,27.69,174.5
9/4/2025,21:30:00,2430,29.36,0,22.17,25.39,0.456,27.54,174.5
9/4/2025,21:40:00,2431,29.23,0,22.2,25.35,0.436,27.39,173.6
9/4/2025,21:50:00,2432,29.12,0,22.68,25.55,0.456,26.85,173.3
9/4/2025,22:00:00,2433,29.01,0,22.27,25.16,0.436,27.19,172.6
9/4/2025,22:10:00,2434,28.92,0,22.43,25.2,0.456,27.07,172
9/4/2025,22:20:00,2435,28.83,0,22.24,24.99,0.397,26.52,172
9/4/2025,22:30:00,2436,28.72,0,22.14,24.83,0.457,26.86,171.6
9/4/2025,22:40:00,2437,28.57,0,21.83,24.54,0.417,26.73,170.9
9/4/2025,22:50:00,2438,28.47,0,21.82,24.48,0.397,26.59,170.8
9/4/2025,23:00:00,2439,28.34,0,21.62,24.22,0.358,26.45,170.3
9/4/2025,23:10:00,2440,28.2,0,21.61,24.16,0.417,26.31,170.3
9/4/2025,23:20:00,2441,28.1,0,21.73,24.24,0.398,26.2,169.8
9/4/2025,23:30:00,2442,28,0,21.69,24.07,0.398,26.11,169.5
9/4/2025,23:40:00,2443,27.92,0,21.61,24.11,0.418,26.01,168.9
9/4/2025,23:50:00,2444,27.77,0,21.13,23.8,0.418,25.89,168.7
9/5/2025,0:00:00,2445,27.65,0,21.28,23.88,0.438,25.76,168
9/5/2025,0:10:00,2446,27.6,0,21.6,24.01,0.458,25.69,167.7
9/5/2025,0:20:00,2447,27.52,0,21.27,23.75,0.439,25.58,167.2
9/5/2025,0:30:00,2448,27.41,0,20.8,23.42,0.339,25.48,167.2
9/5/2025,0:40:00,2449,27.28,0,20.65,23.26,0.399,25.34,166.4
9/5/2025,0:50:00,2450,27.19,0,20.73,23.2,0.499,25.22,166
9/5/2025,1:00:00,2451,27.08,0,20.72,23.27,0.439,25.1,165.5
9/5/2025,1:10:00,2452,26.99,0,20.38,22.89,0.459,25.02,165
9/5/2025,1:20:00,2453,26.91,0,20.8,23.15,0.459,24.9,164.7
9/5/2025,1:30:00,2454,26.87,0,20.83,23.09,0.459,24.87,164.5
9/5/2025,1:40:00,2455,26.75,0,20.17,22.66,0.34,24.33,164
9/5/2025,1:50:00,2456,26.68,0.003,20.51,22.88,0.4,24.64,163.4
9/5/2025,2:00:00,2457,26.6,0,20.4,22.77,0.42,24.15,163.2
9/5/2025,2:10:00,2458,26.53,0,20.56,22.91,0.46,24.5,162.9
9/5/2025,2:20:00,2459,26.5,0,20.56,22.79,0.38,24.4,162.6
9/5/2025,2:30:00,2460,26.42,0,20.22,22.72,0.4,24.32,161.8
9/5/2025,2:40:00,2461,26.39,0,20.45,22.74,0.48,24.25,161.9
9/5/2025,2:50:00,2462,26.35,0,20.48,22.71,0.381,24.2,161
9/5/2025,3:00:00,2463,26.31,0,20.41,22.81,0.421,23.72,160.8
9/5/2025,3:10:00,2464,26.28,0,20.33,22.82,0.46,24.1,160.4
9/5/2025,3:20:00,2465,26.27,0,20.26,22.66,0.401,24,160.1
9/5/2025,3:30:00,2466,26.23,0,20.11,22.41,0.341,23.92,159.6
9/5/2025,3:40:00,2467,26.18,0,19.94,22.2,0.401,23.84,159.3
9/5/2025,3:50:00,2468,26.11,0,19.91,22.17,0.481,23.75,158.8
9/5/2025,4:00:00,2469,26.04,0,19.88,22.24,0.461,23.67,158.7
9/5/2025,4:10:00,2470,25.99,0,19.82,22.2,0.481,23.6,158
9/5/2025,4:20:00,2471,25.94,0,19.77,22.14,0.362,23.54,157.7
9/5/2025,4:30:00,2472,25.88,0,19.78,22.16,0.401,23.5,157.4
9/5/2025,4:40:00,2473,25.83,0,20.06,22.52,0.422,23.41,157
9/5/2025,4:50:00,2474,25.83,0,20.13,22.52,0.422,23.4,156.3
9/5/2025,5:00:00,2475,25.83,0,19.92,22.19,0.402,23.39,156.4
9/5/2025,5:10:00,2476,25.82,0.304,19.97,22.31,0.402,23.3,155.6
9/5/2025,5:20:00,2477,25.79,1.772,19.94,22.29,0.442,23.29,155.4
9/5/2025,5:30:00,2478,25.79,4.847,19.86,22.17,0.422,22.43,155
9/5/2025,5:40:00,2479,25.77,9.48,19.86,22.23,0.422,23.2,154.5
9/5/2025,5:50:00,2480,25.78,14.74,19.93,22.27,0.374,23.16,169.9
9/5/2025,6:00:00,2481,25.8,19.69,20.04,22.53,0.429,23.14,171.8
9/5/2025,6:10:00,2482,25.86,24.62,20.15,22.85,0.484,23.31,167.7
9/5/2025,6:20:00,2483,25.95,29.76,20.29,23.2,0.383,23.07,165.9
9/5/2025,6:30:00,2484,26.05,36.19,20.51,23.77,0.423,23.18,165
9/5/2025,6:40:00,2485,26.22,41.6,20.82,24.27,0.403,23.7,163.8
9/5/2025,6:50:00,2486,26.46,47.7,21.21,24.83,0.483,23.83,162.9
9/5/2025,7:00:00,2487,26.77,53.82,21.64,25.27,0.403,23.96,162.2
9/5/2025,7:10:00,2488,27.11,62.78,22.28,26.06,0.463,24.12,161.5
9/5/2025,7:20:00,2489,27.48,96.9,22.95,26.99,0.403,24.32,160.5
9/5/2025,7:30:00,2490,27.99,172.6,23.8,27.84,0.363,24.63,159.8
9/5/2025,7:40:00,2491,28.76,222.5,24.43,28.63,0.443,25.27,158.1
9/5/2025,7:50:00,2492,29.75,241.8,24.83,29.1,0.422,26.28,156
9/5/2025,8:00:00,2493,30.79,269.4,25.26,29.83,0.442,26.99,154.9
9/5/2025,8:10:00,2494,31.82,306,25.55,30.09,0.421,27.33,154.7
9/5/2025,8:20:00,2495,32.89,310,25.65,30.34,0.481,27.77,154.6
9/5/2025,8:30:00,2496,33.82,348.9,25.65,30.43,0.48,28.23,154.5
9/5/2025,8:40:00,2497,34.68,372.7,26,31.42,0.42,28.76,153.7
9/5/2025,8:50:00,2498,35.52,273.2,26.18,31.77,0.4,29.41,153.4
9/5/2025,9:00:00,2499,36.27,346.7,26.3,32.31,0.399,29.98,153.1
9/5/2025,9:10:00,2500,36.98,303.1,26.62,32.69,0.37,30.62,172.8
9/5/2025,9:20:00,2501,37.67,382.4,26.69,33.1,0.44,32.25,172.7
9/5/2025,9:30:00,2502,38.28,430.6,26.74,33.21,0.414,32.68,165.6
9/5/2025,9:40:00,2503,38.74,456.8,26.67,33.43,0.394,33.63,164.4
9/5/2025,9:50:00,2504,39.08,454.1,27.1,34.23,0.453,33.91,163.9
9/5/2025,10:00:00,2505,39.45,466.4,27.16,34.5,0.393,34.03,164.5
9/5/2025,10:10:00,2506,39.86,366.5,27.48,35.27,0.452,34.27,164.4
9/5/2025,10:20:00,2507,40.25,408.9,27.39,34.61,0.452,34.53,164.8
9/5/2025,10:30:00,2508,40.5,427.5,27.78,35.16,0.392,34.72,165.5
9/5/2025,10:40:00,2509,40.69,495.9,27.84,35.28,0.431,34.83,165.4
9/5/2025,10:50:00,2510,40.83,516.8,27.92,35.12,0.451,34.95,166.7
9/5/2025,11:00:00,2511,40.83,460.9,27.82,34.67,0.391,35.2,166.9
9/5/2025,11:10:00,2512,40.59,497.5,27.35,33.66,0.45,35.54,167.5
9/5/2025,11:20:00,2513,40.27,639.4,27.65,34.66,0.351,35.55,168.5
9/5/2025,11:30:00,2514,40.23,654.4,27.42,34.02,NAN,35.77,168.5
9/5/2025,11:40:00,2515,40.1,666.2,27.27,33.7,0.409,35,170
9/5/2025,11:50:00,2516,40.02,713.5,27.59,34.36,0.428,35.57,170.6
9/5/2025,12:00:00,2517,40.02,719.9,27.39,33.94,0.428,35.55,171.9
9/5/2025,12:10:00,2518,40,722.9,27.28,33.68,0.361,35.06,186.6
9/5/2025,12:20:00,2519,40.01,761.5,27.65,34.48,0.354,36.13,176.4
9/5/2025,12:30:00,2520,40.18,771.7,27.48,33.83,0.389,36.39,171.3
9/5/2025,12:40:00,2521,40.12,765.8,27.15,33.11,0.388,36.38,171.1
9/5/2025,12:50:00,2522,39.88,737.9,27.47,33.92,0.427,36.32,171.6
9/5/2025,13:00:00,2523,39.83,764.2,27.57,34.23,0.388,36.4,171.9
9/5/2025,13:10:00,2524,39.75,782.6,27.14,33.25,0.387,36.56,172.7
9/5/2025,13:20:00,2525,39.42,785.6,27.23,33.78,0.407,36.6,173.2
9/5/2025,13:30:00,2526,39.09,750.3,27.08,33.43,0.387,36.59,174.4
9/5/2025,13:40:00,2527,38.68,723.2,26.92,33.21,0.387,36.47,174.9
9/5/2025,13:50:00,2528,38.18,673.4,26.65,32.54,0.426,36.36,175.8
9/5/2025,14:00:00,2529,37.65,639.3,26.72,32.86,0.446,36.11,177.2
9/5/2025,14:10:00,2530,37.29,533.6,26.44,32.22,0.446,35.93,178
9/5/2025,14:20:00,2531,36.93,634.8,26.58,32.54,0.406,35.67,178.3
9/5/2025,14:30:00,2532,36.74,492.5,26.72,33.02,0.446,35.47,179.4
9/5/2025,14:40:00,2533,36.56,178.7,26.53,32.75,0.387,35.17,180.3
9/5/2025,14:50:00,2534,36.29,87.1,26.14,31.95,0.446,34.73,181.3
9/5/2025,15:00:00,2535,35.87,72.84,25.93,31.54,0.427,34.24,182.7
9/5/2025,15:10:00,2536,35.46,72.77,26.08,31.92,0.441,33.84,191.4
9/5/2025,15:20:00,2537,35.13,77.25,26.19,32.07,0.435,33.56,178.9
9/5/2025,15:30:00,2538,34.93,98.8,26.02,31.85,0.41,33.47,174.9
9/5/2025,15:40:00,2539,34.7,98.8,25.72,31.18,0.43,33.31,174.3
9/5/2025,15:50:00,2540,34.42,71.79,25.86,31.24,0.45,33.08,174.6
9/5/2025,16:00:00,2541,34.2,129.2,26.04,31.66,0.45,32.39,175
9/5/2025,16:10:00,2542,34.06,138.3,25.95,31.23,0.351,32.87,174.7
9/5/2025,16:20:00,2543,33.9,83.6,25.95,31.37,0.411,32.72,174.9
9/5/2025,16:30:00,2544,33.79,52.52,25.82,30.96,0.45,32.52,175
9/5/2025,16:40:00,2545,33.64,60.15,25.71,30.93,0.431,32.34,175.2
9/5/2025,16:50:00,2546,33.54,63.97,25.81,31.13,0.411,32.18,175.2
9/5/2025,17:00:00,2547,33.4,62.27,25.61,30.67,0.391,32.04,175
9/5/2025,17:10:00,2548,33.32,85.2,25.45,30.4,0.431,31.95,174.6
9/5/2025,17:20:00,2549,33.23,80.2,25.24,30.17,0.411,31.86,175
9/5/2025,17:30:00,2550,33.11,38.61,25.21,29.91,0.451,31.71,174.4
9/5/2025,17:40:00,2551,32.96,20.65,25.12,29.63,0.431,31.52,174.6
9/5/2025,17:50:00,2552,32.76,11.12,24.82,29.16,0.471,31.31,174.6
9/5/2025,18:00:00,2553,32.58,4.927,24.6,28.86,0.392,31.09,174.3
9/5/2025,18:10:00,2554,32.39,1.787,24.53,28.6,0.353,30.88,174.7
9/5/2025,18:20:00,2555,32.2,0.436,24.41,28.51,0.432,30.67,174.5
9/5/2025,18:30:00,2556,31.99,0.079,24.49,28.44,0.432,30.49,174
9/5/2025,18:40:00,2557,31.79,0.023,24.38,28.13,0.393,30.32,173.7
9/5/2025,18:50:00,2558,31.61,0.017,24.48,28.12,0.452,30.15,173.8
9/5/2025,19:00:00,2559,31.44,0,24.47,27.95,0.453,30.01,173.3
9/5/2025,19:10:00,2560,31.27,0,24.44,27.83,0.433,29.87,172.7
9/5/2025,19:20:00,2561,31.14,0,24.39,27.81,0.374,29.75,172.8
9/5/2025,19:30:00,2562,31,0,24.25,27.64,0.374,29.62,172.1
9/5/2025,19:40:00,2563,30.87,0,24.24,27.6,0.414,29.47,172.1
9/5/2025,19:50:00,2564,30.74,0,24.36,27.63,0.434,29.34,171.4
9/5/2025,20:00:00,2565,30.66,0,24.3,27.38,0.335,29.24,171.1
9/5/2025,20:10:00,2566,30.58,0,24.27,27.33,NAN,29.13,170.9
9/5/2025,20:20:00,2567,30.47,0.007,24.28,27.31,0.355,29,170.2
9/5/2025,20:30:00,2568,30.41,0,24.24,27.17,0.415,28.89,170
9/5/2025,20:40:00,2569,30.34,0,24.15,26.96,0.474,28.8,169.9
9/5/2025,20:50:00,2570,30.27,0,24.08,26.82,0.435,28.68,169.5
9/5/2025,21:00:00,2571,30.17,0,24.07,26.77,0.316,28.56,168.9
9/5/2025,21:10:00,2572,30.12,0,23.99,26.53,NAN,28.46,168.8
9/5/2025,21:20:00,2573,30.06,0,23.82,26.25,0.435,28.34,168.1
9/5/2025,21:30:00,2574,29.99,0,23.72,26.17,0.396,28.23,168.2
9/5/2025,21:40:00,2575,29.92,0.003,23.53,25.87,0.416,28.13,167.6
9/5/2025,21:50:00,2576,29.82,0.017,23.46,25.75,0.396,27.99,167.4
9/5/2025,22:00:00,2577,29.7,0.007,23.37,25.61,0.416,27.86,167.2
9/5/2025,22:10:00,2578,29.53,0.01,23.07,25.28,0.416,27.73,166.7
9/5/2025,22:20:00,2579,29.36,0.023,22.87,25.12,0.397,27.58,166.6
9/5/2025,22:30:00,2580,29.19,0.007,22.66,24.98,0.437,27.42,166.3
9/5/2025,22:40:00,2581,29.01,0.007,22.45,24.68,0.437,27.26,166.2
9/5/2025,22:50:00,2582,28.81,0.01,22.27,24.61,0.397,27.09,166
9/5/2025,23:00:00,2583,28.64,0.007,22.26,24.52,0.477,26.94,165.8
9/5/2025,23:10:00,2584,28.5,0.02,22.24,24.45,0.397,26.82,165.4
9/5/2025,23:20:00,2585,28.39,0.01,22.3,24.43,0.457,26.72,165
9/5/2025,23:30:00,2586,28.29,0.003,22.16,24.33,0.477,26.59,164.8
9/5/2025,23:40:00,2587,28.21,0.013,22.29,24.22,0.477,26.49,164.5
9/5/2025,23:50:00,2588,28.05,0.007,21.77,23.89,0.398,26.35,163.9
9/6/2025,0:00:00,2589,27.94,0.003,21.8,23.87,0.398,26.23,163.6
9/6/2025,0:10:00,2590,27.88,0.013,22.11,24.01,0.398,26.13,163.5
9/6/2025,0:20:00,2591,27.83,0.017,22.31,24.02,0.379,26.06,163
9/6/2025,0:30:00,2592,27.71,0.046,21.97,23.77,0.359,25.96,162.8
9/6/2025,0:40:00,2593,27.66,0.046,22.28,23.92,0.458,25.89,162.4
9/6/2025,0:50:00,2594,27.61,0.01,22.17,23.85,0.459,25.8,161.5
9/6/2025,1:00:00,2595,27.58,0.036,22.38,23.98,0.459,25.73,161.5
9/6/2025,1:10:00,2596,27.56,0.036,22.49,24.05,0.359,25.7,160.7
9/6/2025,1:20:00,2597,27.52,0.04,22.49,24.02,0.439,25.68,160.5
9/6/2025,1:30:00,2598,27.53,0.03,22.63,24.16,0.419,25.6,159.8
9/6/2025,1:40:00,2599,27.53,0.017,22.5,24,0.419,25.6,159.5
9/6/2025,1:50:00,2600,27.53,0.007,22.3,23.85,0.439,25.51,158.8
9/6/2025,2:00:00,2601,27.49,0,22.18,23.71,0.479,25.48,158.6
9/6/2025,2:10:00,2602,27.42,0.02,21.77,23.28,0.459,25.37,158.6
9/6/2025,2:20:00,2603,27.32,0.03,21.74,23.36,0.44,25.26,158.4
9/6/2025,2:30:00,2604,27.25,0.106,22,23.42,0.4,24.76,158.3
9/6/2025,2:40:00,2605,27.18,0,21.97,23.37,0.48,25.1,157.8
9/6/2025,2:50:00,2606,27.14,0,21.94,23.36,0.42,25.02,157.6
9/6/2025,3:00:00,2607,27.1,0,22,23.43,0.42,25,157.2
9/6/2025,3:10:00,2608,27.05,0,21.79,23.23,0.38,24.9,157
9/6/2025,3:20:00,2609,26.99,0,21.43,22.86,0.361,24.83,156.7
9/6/2025,3:30:00,2610,26.88,0,21.02,22.57,0.42,24.72,156.4
9/6/2025,3:40:00,2611,26.77,0,21.18,22.72,0.48,24.59,156
9/6/2025,3:50:00,2612,26.66,0,21.28,22.73,0.381,24.5,155.5
9/6/2025,4:00:00,2613,26.59,0,21.42,22.92,0.441,24.5,155.2
9/6/2025,4:10:00,2614,26.56,0,21.83,23.33,0.341,24.5,154.9
9/6/2025,4:20:00,2615,26.56,0,21.77,23.23,0.421,24.47,154.8
9/6/2025,4:30:00,2616,26.55,0,21.64,23.11,0.461,24.4,154.1
9/6/2025,4:40:00,2617,26.56,0,21.75,23.21,0.381,24.4,153.7
9/6/2025,4:50:00,2618,26.56,0,21.66,23.09,0.501,24.36,153.6
9/6/2025,5:00:00,2619,26.56,0.03,21.64,23.11,0.481,24.3,153
9/6/2025,5:10:00,2620,26.56,0.36,21.45,22.95,0.421,23.89,152.8
9/6/2025,5:20:00,2621,26.53,1.799,21.54,23.11,0.421,24.22,152.7
9/6/2025,5:30:00,2622,26.53,4.579,21.64,23.15,0.382,24.2,152.4
9/6/2025,5:40:00,2623,26.53,8.64,21.49,22.93,0.421,24.2,151.6
9/6/2025,5:50:00,2624,26.52,12.96,21.19,22.75,0.455,24.14,161.3
9/6/2025,6:00:00,2625,26.5,19.22,21.36,22.92,0.409,24.1,160.8
9/6/2025,6:10:00,2626,26.48,24.67,21.3,23,0.384,24.19,157.6
9/6/2025,6:20:00,2627,26.53,30.27,21.67,23.33,0.464,24.3,156.1
9/6/2025,6:30:00,2628,26.64,40.87,21.94,23.64,NAN,23.99,154.9
9/6/2025,6:40:00,2629,26.81,48.09,22.32,24.39,0.463,24.5,154.3
9/6/2025,6:50:00,2630,27.02,53.37,22.6,25.04,0.383,23.81,153.6
9/6/2025,7:00:00,2631,27.29,59.72,22.89,25.58,0.423,24.75,152.7
9/6/2025,7:10:00,2632,27.61,90.8,23.27,26.24,0.423,24.9,152.3
9/6/2025,7:20:00,2633,28.01,132.9,23.75,26.93,0.363,25.13,151.4
9/6/2025,7:30:00,2634,28.54,210.1,24.39,27.81,0.463,25.45,150.4
9/6/2025,7:40:00,2635,29.31,249.4,25.11,28.97,0.463,26.1,149.3
9/6/2025,7:50:00,2636,30.25,168.6,25.27,28.95,0.383,27.02,147.2
9/6/2025,8:00:00,2637,31.13,227.9,25.57,29.49,0.402,27.45,147.1
9/6/2025,8:10:00,2638,32.09,186.6,25.75,29.72,0.422,27.82,146.6
9/6/2025,8:20:00,2639,32.8,252.2,25.5,29.58,0.381,27.98,147.1
9/6/2025,8:30:00,2640,33.46,283.2,25.98,30.63,0.401,28.35,147.2
9/6/2025,8:40:00,2641,33.92,104.9,25.33,29.55,0.381,28.68,146.5
9/6/2025,8:50:00,2642,33.99,269.7,25.32,29.73,0.361,28.53,148.3
9/6/2025,9:00:00,2643,34.44,714.9,26.45,31.68,0.42,29.05,147.4
9/6/2025,9:10:00,2644,35.39,375.6,27.28,33.33,0.451,30.14,164.2
9/6/2025,9:20:00,2645,36.46,382.9,26.97,32.89,0.401,32.05,165.5
9/6/2025,9:30:00,2646,37.24,437.7,27.19,33.29,0.455,32.68,158.7
9/6/2025,9:40:00,2647,37.88,457.6,26.83,32.42,0.395,33.82,157.6
9/6/2025,9:50:00,2648,38.28,466.2,27.05,32.99,0.434,34.05,157.8
9/6/2025,10:00:00,2649,38.63,455.8,27.27,33.6,0.453,34.12,157.8
9/6/2025,10:10:00,2650,39.05,359,27.47,34.16,0.473,34.28,158.2
9/6/2025,10:20:00,2651,39.36,406.8,27.42,33.78,0.393,34.51,158.6
9/6/2025,10:30:00,2652,39.57,429.7,27.63,34.54,0.393,34.72,158.8
9/6/2025,10:40:00,2653,39.75,493.5,27.41,33.88,0.412,34.93,159.6
9/6/2025,10:50:00,2654,39.75,518.3,27.59,34.12,0.412,35.09,160.1
