timestamp,pred_internal_rh_pct,pred_eto_mm,pred_internal_air_temp_c
30/05/2025 22:20:00,73.742775,0.002179137,21.993584
30/05/2025 22:30:00,80.44847,0.005578266,20.908049
30/05/2025 22:40:00,79.26802,0.00351037,21.0948
30/05/2025 22:50:00,80.90469,0.008239999,21.123646
30/05/2025 23:00:00,78.14279,0.001786526,22.014034
30/05/2025 23:10:00,82.97859,0.012654347,21.197102
30/05/2025 23:20:00,76.61008,0.007785093,21.568737
30/05/2025 23:30:00,78.05823,0.007585056,21.467003
30/05/2025 23:40:00,76.829544,0.004238162,21.596592
30/05/2025 23:50:00,78.161285,0.004363041,21.584816
31/05/2025 00:00:00,80.07922,0.003247624,21.213871
31/05/2025 00:10:00,81.142586,0,20.878561
31/05/2025 00:20:00,94.78912,0,20.535524
31/05/2025 00:30:00,99.404564,0.001606618,20.939451
31/05/2025 00:40:00,100,0.00366848,21.90644
31/05/2025 00:50:00,100,0.007390543,22.746878
31/05/2025 01:00:00,99.991554,0.007049048,23.009472
31/05/2025 01:10:00,98.34854,0.006538892,23.126858
31/05/2025 01:20:00,98.91858,0.010879664,22.797325
31/05/2025 01:30:00,98.10426,0.010888246,23.3479
31/05/2025 01:40:00,96.38416,0.014188047,23.457031
31/05/2025 01:50:00,97.914734,0.017659485,23.122475
31/05/2025 02:00:00,95.634,0.017142061,23.279781
31/05/2025 02:10:00,98.045296,0.021055123,22.944637
31/05/2025 02:20:00,97.94399,0.024810147,23.406729
31/05/2025 02:30:00,98.47745,0.017629284,23.246479
31/05/2025 02:40:00,97.24338,0.015852893,23.322748
31/05/2025 02:50:00,97.44567,0.012869865,23.043524
31/05/2025 03:00:00,100,0.016035382,22.988178
31/05/2025 03:10:00,100,0.009336382,22.772078
31/05/2025 03:20:00,100,0.012263058,23.157312
31/05/2025 03:30:00,100,0.015106856,23.165531
31/05/2025 03:40:00,100,0.013213566,23.591366
31/05/2025 03:50:00,100,0.011231886,22.747427
31/05/2025 04:00:00,100,0.012313154,22.5455
31/05/2025 04:10:00,100,0.012390965,22.753414
31/05/2025 04:20:00,100,0.015946222,22.709154
31/05/2025 04:30:00,98.36476,0.015907269,22.788382
31/05/2025 04:40:00,96.55746,0.016230617,22.978765
31/05/2025 04:50:00,96.82615,0.01646624,23.039093
31/05/2025 05:00:00,99.22225,0.017787402,23.097303
31/05/2025 05:10:00,98.57365,0.01715637,23.06621
31/05/2025 05:20:00,96.804,0.016457703,22.859304
31/05/2025 05:30:00,100,0.017340463,22.583563
31/05/2025 05:40:00,100,0.017135471,22.580622
31/05/2025 05:50:00,91.41836,0.03976146,24.52333
31/05/2025 06:00:00,87.40589,0.045155384,25.45394
31/05/2025 06:10:00,88.45379,0.04774658,25.167479
