"תחנה","תאריך ושעה (שעון קיץ)","קרינה מפוזרת (וואט/מ""ר)","קרינה גלובלית (וואט/מ""ר)","קרינה ישירה (וואט/מ""ר)"
"בית דגן קרינה","13/08/2025 21:50","0","0","0"
"בית דגן קרינה","13/08/2025 22:00","0","0","0"
"בית דגן קרינה","13/08/2025 22:10","0","0","0"
"בית דגן קרינה","13/08/2025 22:20","0","0","0"
"בית דגן קרינה","13/08/2025 22:30","0","0","0"
"בית דגן קרינה","13/08/2025 22:40","0","0","0"
"בית דגן קרינה","13/08/2025 22:50","0","0","0"
"בית דגן קרינה","13/08/2025 23:00","0","0","0"
"בית דגן קרינה","13/08/2025 23:10","0","0","0"
"בית דגן קרינה","13/08/2025 23:20","0","0","0"
"בית דגן קרינה","13/08/2025 23:30","0","0","0"
"בית דגן קרינה","13/08/2025 23:40","0","0","0"
"בית דגן קרינה","13/08/2025 23:50","0","0","0"
"בית דגן קרינה","14/08/2025 00:00","0","0","0"
"בית דגן קרינה","14/08/2025 00:10","0","0","0"
"בית דגן קרינה","14/08/2025 00:20","0","0","0"
"בית דגן קרינה","14/08/2025 00:30","0","0","0"
"בית דגן קרינה","14/08/2025 00:40","0","0","0"
"בית דגן קרינה","14/08/2025 00:50","0","0","0"
"בית דגן קרינה","14/08/2025 01:00","0","0","0"
"בית דגן קרינה","14/08/2025 01:10","0","0","0"
"בית דגן קרינה","14/08/2025 01:20","0","0","0"
"בית דגן קרינה","14/08/2025 01:30","0","0","0"
"בית דגן קרינה","14/08/2025 01:40","0","0","0"
"בית דגן קרינה","14/08/2025 01:50","0","0","0"
"בית דגן קרינה","14/08/2025 02:00","0","0","0"
"בית דגן קרינה","14/08/2025 02:10","0","0","0"
"בית דגן קרינה","14/08/2025 02:20","0","0","0"
"בית דגן קרינה","14/08/2025 02:30","0","0","0"
"בית דגן קרינה","14/08/2025 02:40","0","0","0"
"בית דגן קרינה","14/08/2025 02:50","0","0","0"
"בית דגן קרינה","14/08/2025 03:00","0","0","0"
"בית דגן קרינה","14/08/2025 03:10","0","0","0"
"בית דגן קרינה","14/08/2025 03:20","0","0","0"
"בית דגן קרינה","14/08/2025 03:30","0","0","0"
"בית דגן קרינה","14/08/2025 03:40","0","0","0"
"בית דגן קרינה","14/08/2025 03:50","0","0","0"
"בית דגן קרינה","14/08/2025 04:00","0","0","0"
"בית דגן קרינה","14/08/2025 04:10","0","0","0"
"בית דגן קרינה","14/08/2025 04:20","0","0","0"
"בית דגן קרינה","14/08/2025 04:30","0","0","0"
"בית דגן קרינה","14/08/2025 04:40","0","0","0"
"בית דגן קרינה","14/08/2025 04:50","0","0","0"
"בית דגן קרינה","14/08/2025 05:00","0","0","0"
"בית דגן קרינה","14/08/2025 05:10","0","0","0"
"בית דגן קרינה","14/08/2025 05:20","0","0","0"
"בית דגן קרינה","14/08/2025 05:30","0","0","0"
"בית דגן קרינה","14/08/2025 05:40","0","0","0"
"בית דגן קרינה","14/08/2025 05:50","0","0","0"
"בית דגן קרינה","14/08/2025 06:00","0","0","0"
"בית דגן קרינה","14/08/2025 06:10","2","3","0"
"בית דגן קרינה","14/08/2025 06:20","9","10","0"
"בית דגן קרינה","14/08/2025 06:30","21","22","0"
"בית דגן קרינה","14/08/2025 06:40","35","37","1"
"בית דגן קרינה","14/08/2025 06:50","51","53","28"
"בית דגן קרינה","14/08/2025 07:00","69","80","75"
"בית דגן קרינה","14/08/2025 07:10","95","115","82"
"בית דגן קרינה","14/08/2025 07:20","102","126","76"
"בית דגן קרינה","14/08/2025 07:30","115","140","67"
"בית דגן קרינה","14/08/2025 07:40","131","162","81"
"בית דגן קרינה","14/08/2025 07:50","116","125","17"
"בית דגן קרינה","14/08/2025 08:00","154","188","76"
"בית דגן קרינה","14/08/2025 08:10","160","176","24"
"בית דגן קרינה","14/08/2025 08:20","205","333","251"
"בית דגן קרינה","14/08/2025 08:30","180","225","79"
"בית דגן קרינה","14/08/2025 08:40","188","361","306"
"בית דגן קרינה","14/08/2025 08:50","184","454","466"
"בית דגן קרינה","14/08/2025 09:00","191","498","502"
"בית דגן קרינה","14/08/2025 09:10","194","517","503"
"בית דגן קרינה","14/08/2025 09:20","196","551","526"
"בית דגן קרינה","14/08/2025 09:30","197","582","547"
"בית דגן קרינה","14/08/2025 09:40","196","618","577"
"בית דגן קרינה","14/08/2025 09:50","193","651","603"
"בית דגן קרינה","14/08/2025 10:00","196","679","616"
"בית דגן קרינה","14/08/2025 10:10","198","706","627"
"בית דגן קרינה","14/08/2025 10:20","198","730","637"
"בית דגן קרינה","14/08/2025 10:30","198","756","649"
"בית דגן קרינה","14/08/2025 10:40","199","781","660"
"בית דגן קרינה","14/08/2025 10:50","203","798","661"
"בית דגן קרינה","14/08/2025 11:00","202","825","675"
"בית דגן קרינה","14/08/2025 11:10","202","845","684"
"בית דגן קרינה","14/08/2025 11:20","200","866","697"
"בית דגן קרינה","14/08/2025 11:30","199","883","704"
"בית דגן קרינה","14/08/2025 11:40","200","895","703"
"בית דגן קרינה","14/08/2025 11:50","199","909","711"
"בית דגן קרינה","14/08/2025 12:00","198","919","715"
"בית דגן קרינה","14/08/2025 12:10","198","929","719"
"בית דגן קרינה","14/08/2025 12:20","197","938","724"
"בית דגן קרינה","14/08/2025 12:30","196","946","730"
"בית דגן קרינה","14/08/2025 12:40","197","949","727"
"בית דגן קרינה","14/08/2025 12:50","198","947","722"
"בית דגן קרינה","14/08/2025 13:00","197","948","723"
"בית דגן קרינה","14/08/2025 13:10","196","947","724"
"בית דגן קרינה","14/08/2025 13:20","196","943","723"
"בית דגן קרינה","14/08/2025 13:30","195","939","724"
"בית דגן קרינה","14/08/2025 13:40","193","930","723"
"בית דגן קרינה","14/08/2025 13:50","191","921","722"
"בית דגן קרינה","14/08/2025 14:00","190","910","720"
"בית דגן קרינה","14/08/2025 14:10","189","897","717"
"בית דגן קרינה","14/08/2025 14:20","187","883","716"
"בית דגן קרינה","14/08/2025 14:30","187","862","707"
"בית דגן קרינה","14/08/2025 14:40","186","841","701"
"בית דגן קרינה","14/08/2025 14:50","185","820","693"
"בית דגן קרינה","14/08/2025 15:00","184","799","685"
"בית דגן קרינה","14/08/2025 15:10","183","775","677"
"בית דגן קרינה","14/08/2025 15:20","180","752","670"
"בית דגן קרינה","14/08/2025 15:30","178","727","663"
"בית דגן קרינה","14/08/2025 15:40","177","698","647"
"בית דגן קרינה","14/08/2025 15:50","177","668","631"
"בית דגן קרינה","14/08/2025 16:00","175","637","613"
"בית דגן קרינה","14/08/2025 16:10","173","602","593"
"בית דגן קרינה","14/08/2025 16:20","169","574","583"
"בית דגן קרינה","14/08/2025 16:30","165","540","565"
"בית דגן קרינה","14/08/2025 16:40","160","508","554"
"בית דגן קרינה","14/08/2025 16:50","153","478","546"
"בית דגן קרינה","14/08/2025 17:00","146","441","526"
"בית דגן קרינה","14/08/2025 17:10","140","406","511"
"בית דגן קרינה","14/08/2025 17:20","133","369","486"
"בית דגן קרינה","14/08/2025 17:30","126","335","465"
"בית דגן קרינה","14/08/2025 17:40","118","299","438"
"בית דגן קרינה","14/08/2025 17:50","111","262","403"
"בית דגן קרינה","14/08/2025 18:00","103","225","363"
"בית דגן קרינה","14/08/2025 18:10","93","190","324"
"בית דגן קרינה","14/08/2025 18:20","82","155","278"
"בית דגן קרינה","14/08/2025 18:30","71","120","221"
"בית דגן קרינה","14/08/2025 18:40","58","89","166"
"בית דגן קרינה","14/08/2025 18:50","45","61","108"
"בית דגן קרינה","14/08/2025 19:00","32","33","5"
"בית דגן קרינה","14/08/2025 19:10","19","19","0"
"בית דגן קרינה","14/08/2025 19:20","8","7","0"
"בית דגן קרינה","14/08/2025 19:30","0","0","0"
"בית דגן קרינה","14/08/2025 19:40","0","0","0"
"בית דגן קרינה","14/08/2025 19:50","0","0","0"
"בית דגן קרינה","14/08/2025 20:00","0","0","0"
"בית דגן קרינה","14/08/2025 20:10","0","0","0"
"בית דגן קרינה","14/08/2025 20:20","0","0","0"
"בית דגן קרינה","14/08/2025 20:30","0","0","0"
"בית דגן קרינה","14/08/2025 20:40","0","0","0"
"בית דגן קרינה","14/08/2025 20:50","0","0","0"
"בית דגן קרינה","14/08/2025 21:00","0","0","0"
"בית דגן קרינה","14/08/2025 21:10","0","0","0"
"בית דגן קרינה","14/08/2025 21:20","0","0","0"
"בית דגן קרינה","14/08/2025 21:30","0","0","0"
"בית דגן קרינה","14/08/2025 21:40","0","0","0"
"בית דגן קרינה","14/08/2025 21:50","0","0","0"
"בית דגן קרינה","14/08/2025 22:00","0","0","0"
"בית דגן קרינה","14/08/2025 22:10","0","0","0"
"בית דגן קרינה","14/08/2025 22:20","0","0","0"
"בית דגן קרינה","14/08/2025 22:30","0","0","0"
"בית דגן קרינה","14/08/2025 22:40","0","0","0"
"בית דגן קרינה","14/08/2025 22:50","0","0","0"
"בית דגן קרינה","14/08/2025 23:00","0","0","0"
"בית דגן קרינה","14/08/2025 23:10","0","0","0"
"בית דגן קרינה","14/08/2025 23:20","0","0","0"
"בית דגן קרינה","14/08/2025 23:30","0","0","0"
"בית דגן קרינה","14/08/2025 23:40","0","0","0"
"בית דגן קרינה","14/08/2025 23:50","0","0","0"
"בית דגן קרינה","15/08/2025 00:00","0","0","0"
"בית דגן קרינה","15/08/2025 00:10","0","0","0"
"בית דגן קרינה","15/08/2025 00:20","0","0","0"
"בית דגן קרינה","15/08/2025 00:30","0","0","0"
"בית דגן קרינה","15/08/2025 00:40","0","0","0"
"בית דגן קרינה","15/08/2025 00:50","0","0","0"
"בית דגן קרינה","15/08/2025 01:00","0","0","0"
"בית דגן קרינה","15/08/2025 01:10","0","0","0"
"בית דגן קרינה","15/08/2025 01:20","0","0","0"
"בית דגן קרינה","15/08/2025 01:30","0","0","0"
"בית דגן קרינה","15/08/2025 01:40","0","0","0"
"בית דגן קרינה","15/08/2025 01:50","0","0","0"
"בית דגן קרינה","15/08/2025 02:00","0","0","0"
"בית דגן קרינה","15/08/2025 02:10","0","0","0"
"בית דגן קרינה","15/08/2025 02:20","0","0","0"
"בית דגן קרינה","15/08/2025 02:30","0","0","0"
"בית דגן קרינה","15/08/2025 02:40","0","0","0"
"בית דגן קרינה","15/08/2025 02:50","0","0","0"
"בית דגן קרינה","15/08/2025 03:00","0","0","0"
"בית דגן קרינה","15/08/2025 03:10","0","0","0"
"בית דגן קרינה","15/08/2025 03:20","0","0","0"
"בית דגן קרינה","15/08/2025 03:30","0","0","0"
"בית דגן קרינה","15/08/2025 03:40","0","0","0"
"בית דגן קרינה","15/08/2025 03:50","0","0","0"
"בית דגן קרינה","15/08/2025 04:00","0","0","0"
"בית דגן קרינה","15/08/2025 04:10","0","0","0"
"בית דגן קרינה","15/08/2025 04:20","0","0","0"
"בית דגן קרינה","15/08/2025 04:30","0","0","0"
"בית דגן קרינה","15/08/2025 04:40","0","0","0"
"בית דגן קרינה","15/08/2025 04:50","0","0","0"
"בית דגן קרינה","15/08/2025 05:00","0","0","0"
"בית דגן קרינה","15/08/2025 05:10","0","0","0"
"בית דגן קרינה","15/08/2025 05:20","0","0","0"
"בית דגן קרינה","15/08/2025 05:30","0","0","0"
"בית דגן קרינה","15/08/2025 05:40","0","0","0"
"בית דגן קרינה","15/08/2025 05:50","0","0","0"
"בית דגן קרינה","15/08/2025 06:00","0","0","0"
"בית דגן קרינה","15/08/2025 06:10","1","2","0"
"בית דגן קרינה","15/08/2025 06:20","8","9","0"
"בית דגן קרינה","15/08/2025 06:30","20","21","0"
"בית דגן קרינה","15/08/2025 06:40","30","32","0"
"בית דגן קרינה","15/08/2025 06:50","50","52","2"
"בית דגן קרינה","15/08/2025 07:00","70","77","27"
"בית דגן קרינה","15/08/2025 07:10","82","101","72"
"בית דגן קרינה","15/08/2025 07:20","114","144","100"
"בית דגן קרינה","15/08/2025 07:30","116","127","24"
"בית דגן קרינה","15/08/2025 07:40","150","161","24"
"בית דגן קרינה","15/08/2025 07:50","138","176","83"
"בית דגן קרינה","15/08/2025 08:00","158","266","232"
"בית דגן קרינה","15/08/2025 08:10","187","300","223"
"בית דגן קרינה","15/08/2025 08:20","182","308","238"
"בית דגן קרינה","15/08/2025 08:30","173","383","408"
"בית דגן קרינה","15/08/2025 08:40","182","421","435"
"בית דגן קרינה","15/08/2025 08:50","190","453","451"
"בית דגן קרינה","15/08/2025 09:00","195","489","478"
"בית דגן קרינה","15/08/2025 09:10","199","527","508"
"בית דגן קרינה","15/08/2025 09:20","200","554","522"
"בית דגן קרינה","15/08/2025 09:30","199","592","556"
"בית דגן קרינה","15/08/2025 09:40","203","621","566"
"בית דגן קרינה","15/08/2025 09:50","204","650","582"
"בית דגן קרינה","15/08/2025 10:00","204","683","604"
"בית דגן קרינה","15/08/2025 10:10","209","706","607"
"בית דגן קרינה","15/08/2025 10:20","209","731","620"
"בית דגן קרינה","15/08/2025 10:30","211","759","635"
"בית דגן קרינה","15/08/2025 10:40","213","780","641"
"בית דגן קרינה","15/08/2025 10:50","214","805","652"
"בית דגן קרינה","15/08/2025 11:00","215","824","658"
"בית דגן קרינה","15/08/2025 11:10","217","847","668"
"בית דגן קרינה","15/08/2025 11:20","220","861","669"
"בית דגן קרינה","15/08/2025 11:30","221","878","672"
"בית דגן קרינה","15/08/2025 11:40","221","894","678"
"בית דגן קרינה","15/08/2025 11:50","221","909","685"
"בית דגן קרינה","15/08/2025 12:00","221","919","688"
"בית דגן קרינה","15/08/2025 12:10","222","926","689"
"בית דגן קרינה","15/08/2025 12:20","222","933","687"
"בית דגן קרינה","15/08/2025 12:30","224","939","687"
"בית דגן קרינה","15/08/2025 12:40","225","942","687"
"בית דגן קרינה","15/08/2025 12:50","226","945","688"
"בית דגן קרינה","15/08/2025 13:00","224","944","688"
"בית דגן קרינה","15/08/2025 13:10","223","942","689"
"בית דגן קרינה","15/08/2025 13:20","224","937","686"
"בית דגן קרינה","15/08/2025 13:30","224","930","683"
"בית דגן קרינה","15/08/2025 13:40","225","923","681"
"בית דגן קרינה","15/08/2025 13:50","226","913","676"
"בית דגן קרינה","15/08/2025 14:00","224","901","673"
"בית דגן קרינה","15/08/2025 14:10","222","887","671"
"בית דגן קרינה","15/08/2025 14:20","219","873","669"
"בית דגן קרינה","15/08/2025 14:30","218","854","664"
"בית דגן קרינה","15/08/2025 14:40","214","837","663"
"בית דגן קרינה","15/08/2025 14:50","211","818","659"
"בית דגן קרינה","15/08/2025 15:00","207","797","655"
"בית דגן קרינה","15/08/2025 15:10","202","775","651"
"בית דגן קרינה","15/08/2025 15:20","198","752","645"
"בית דגן קרינה","15/08/2025 15:30","194","727","640"
"בית דגן קרינה","15/08/2025 15:40","192","700","628"
"בית דגן קרינה","15/08/2025 15:50","190","670","612"
"בית דגן קרינה","15/08/2025 16:00","186","640","599"
"בית דגן קרינה","15/08/2025 16:10","182","607","584"
"בית דגן קרינה","15/08/2025 16:20","177","575","572"
"בית דגן קרינה","15/08/2025 16:30","172","541","554"
"בית דגן קרינה","15/08/2025 16:40","167","509","541"
"בית דגן קרינה","15/08/2025 16:50","161","473","522"
